State,Period,Depression_Score,Anxiety_Score,Mix_Score,deathIncrease,death,hospitalizedCurrently,positiveCasesIncrease,positiveCasesViral,totalTestsPeopleViralIncrease,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500
NH,7,21.7,28.1,33.4,4.333333333333333,313.6666666666667,73.0,2549.8333333333335,113031.0,1704.3333333333333,3887072.0,15103340.0,73463696.0,17433488.0,17587870.0,8648124.0,11069362.0,11865892.0,4963840.0,1560836.0,272438.0,30964.0,30882.0
NJ,7,26.9,33.5,38.7,60.0,14337.0,1401.8333333333333,20474.666666666668,1084980.8333333333,0.0,32375836.0,92343444.0,446068658.0,138598528.0,111674660.0,49196440.0,59452470.0,56127564.0,20397890.0,7448406.0,2451666.0,472414.0,248620.0
NM,7,18.8,22.7,25.5,6.166666666666667,433.1666666666667,168.83333333333334,4332.666666666667,261382.83333333334,0.0,6632298.0,22703694.0,106086634.0,29029316.0,27591726.0,12969766.0,14823374.0,11651460.0,4909236.0,3043794.0,1621506.0,380986.0,65470.0
NY,7,23.4,28.7,32.9,34.0,24533.666666666668,1746.1666666666667,736.5,382846.5,0.0,83118096.0,190472830.0,1027914552.0,322586504.0,254123138.0,118061456.0,147286810.0,129739148.0,36481260.0,12938344.0,4897140.0,1051210.0,749542.0
NC,7,23.9,30.0,36.2,16.833333333333332,1106.8333333333333,803.1666666666666,16295.166666666666,616182.3333333334,0.0,30096192.0,115274488.0,465283642.0,105878170.0,113661554.0,58245076.0,75035254.0,72274276.0,24468872.0,9136704.0,5144226.0,1182920.0,256590.0
ND,7,23.4,30.3,33.6,0.3333333333333333,67.5,32.333333333333336,2665.6666666666665,130095.83333333333,1160.3333333333333,2331954.0,8309124.0,32146456.0,8869874.0,8486668.0,4053088.0,3961092.0,3250674.0,1620196.0,1176864.0,585006.0,104694.0,38300.0
OH,7,26.8,31.5,35.6,23.333333333333332,2546.5,529.6666666666666,11002.5,538146.1666666666,0.0,35487216.0,128164972.0,565511444.0,150272086.0,137270736.0,67569746.0,85841342.0,84584638.0,26030682.0,9066874.0,3777916.0,785438.0,311986.0
OK,7,22.5,30.9,34.9,1.3333333333333333,359.3333333333333,155.16666666666666,4146.166666666667,251421.0,0.0,11244686.0,43958420.0,177795458.0,45611278.0,43996020.0,20871178.0,26230908.0,26522702.0,8690700.0,3787058.0,1719366.0,295540.0,70708.0
OR,7,31.1,39.8,43.5,2.1666666666666665,176.0,132.5,3788.6666666666665,169163.0,3788.6666666666665,15606834.0,43063148.0,173091762.0,50983184.0,43270666.0,19655018.0,22496612.0,23219880.0,7842912.0,3650796.0,1491842.0,319724.0,161128.0
PA,7,25.5,28.4,35.0,35.666666666666664,6203.333333333333,870.5,9865.166666666666,576867.0,9865.166666666666,43046694.0,136252146.0,593997364.0,167882448.0,144801934.0,69932886.0,87545648.0,81302366.0,25606634.0,10641994.0,5222456.0,780046.0,280952.0
RI,7,24.1,25.5,32.2,8.833333333333334,839.6666666666666,137.5,3166.8333333333335,205931.0,1535.8333333333333,3311556.0,11490854.0,53888602.0,15276576.0,14237604.0,6323266.0,7570072.0,7318720.0,2415740.0,558084.0,127892.0,35424.0,25224.0
SC,7,28.1,30.6,35.5,5.333333333333333,598.1666666666666,526.1666666666666,1050.3333333333333,252134.83333333334,0.0,13501066.0,57676712.0,238937552.0,57516674.0,59067016.0,29796422.0,37652730.0,36014650.0,11400282.0,4277068.0,2530978.0,555632.0,126100.0
SD,7,19.2,24.5,28.0,1.3333333333333333,74.83333333333333,88.5,1086.1666666666667,64696.333333333336,1086.1666666666667,2524102.0,9827188.0,41857448.0,11038010.0,10456870.0,4885822.0,5816938.0,5131124.0,2381138.0,1301738.0,699880.0,112554.0,33374.0
TN,7,21.5,28.7,31.7,9.5,472.0,608.0,18356.166666666668,601390.0,-88105.83333333333,18015738.0,76764402.0,331120216.0,79869334.0,81052530.0,41082092.0,51719666.0,50611630.0,16433370.0,6063244.0,3180558.0,892286.0,215506.0
TX,7,27.6,35.5,39.5,24.0,1967.3333333333333,2257.8333333333335,31225.833333333332,1275463.6666666667,0.0,77935410.0,323890420.0,1199304330.0,309411184.0,293995480.0,139944318.0,175235162.0,177541208.0,63745818.0,23722924.0,12068016.0,2730500.0,909720.0
UT,7,18.5,32.0,36.0,2.8333333333333335,139.33333333333334,209.0,5318.166666666667,311609.1666666667,4172.833333333333,10389340.0,33866130.0,154631786.0,42188936.0,38229516.0,18977900.0,21981250.0,19590696.0,7781012.0,2959480.0,2246530.0,510486.0,165980.0
VT,7,26.2,33.0,36.3,0.0,55.0,15.5,1414.3333333333333,56693.333333333336,1191.3333333333333,1936842.0,6831344.0,34338676.0,8100212.0,8840022.0,4474572.0,4946876.0,5262718.0,1958544.0,547868.0,166838.0,23734.0,17292.0
VA,7,23.3,30.1,33.9,9.333333333333334,1543.8333333333333,969.6666666666666,522.0,51684.5,0.0,27068288.0,92179302.0,397025326.0,105114920.0,95781174.0,47677742.0,59433092.0,57196906.0,19601300.0,7531264.0,3782968.0,680300.0,225660.0
WA,7,22.5,29.3,34.2,7.5,1206.5,223.0,8644.333333333334,432559.5,8644.333333333334,26832970.0,78665304.0,308062448.0,90035574.0,75103904.0,34406844.0,42870346.0,43183584.0,14375130.0,5048078.0,2252798.0,423460.0,362730.0
WV,7,23.5,26.7,32.2,0.5,87.16666666666667,29.166666666666668,2879.1666666666665,129014.0,0.0,5720224.0,19561424.0,84342682.0,20623826.0,21272176.0,10496704.0,12721170.0,11950458.0,4471426.0,1856214.0,805086.0,121814.0,23808.0
WI,7,17.5,23.5,26.5,5.333333333333333,691.8333333333334,288.0,9803.833333333334,413756.0,9803.833333333334,17304736.0,64085216.0,269025444.0,68265146.0,63346602.0,31516890.0,39897880.0,40631318.0,15390704.0,6249310.0,3051330.0,549034.0,127230.0
WY,7,18.9,24.2,32.6,0.0,18.0,5.5,565.8333333333334,32406.166666666668,0.0,1831432.0,6256886.0,29955176.0,8509416.0,7790988.0,3663006.0,2980446.0,2718836.0,2210940.0,1295598.0,676032.0,84726.0,25188.0
AL,8,27.5,33.7,38.0,12.333333333333334,835.6666666666666,654.1666666666666,7214.333333333333,339780.5,0.0,12195996.0,56234198.0,199857744.0,44535700.0,47674536.0,26194590.0,32254482.0,31225000.0,11070842.0,4396556.0,1945896.0,485492.0,74650.0
AK,8,25.7,31.8,37.1,0.0,12.0,15.666666666666666,2539.6666666666665,87259.33333333333,0.0,2922439.0,7397465.0,28947427.0,8307815.0,7760511.0,3721342.0,3996597.0,3057301.0,1431358.0,473856.0,119018.0,23011.0,56618.0
AZ,8,28.9,34.7,40.1,24.166666666666668,1331.0,1917.8333333333333,12382.0,410843.3333333333,12382.0,26109912.0,74293132.0,260246308.0,73415980.0,60024910.0,29054002.0,37200468.0,39122096.0,12813224.0,4653006.0,3075000.0,595608.0,292014.0
AR,8,28.7,32.7,38.2,6.666666666666667,222.33333333333334,233.16666666666666,7298.833333333333,244750.83333333334,0.0,7580964.0,34612586.0,125508108.0,30079166.0,31418748.0,15247490.0,19009854.0,18219074.0,6778040.0,3034220.0,1377314.0,293690.0,50512.0
CA,8,26.4,34.4,39.1,62.0,5444.0,4716.833333333333,83156.83333333333,3282085.8333333335,0.0,144839714.0,408958916.0,1313960212.0,345504614.0,323568092.0,148432332.0,183376546.0,188662928.0,77416742.0,30995958.0,12420172.0,2708846.0,873982.0
CO,8,23.0,26.7,31.4,8.833333333333334,1432.8333333333333,253.0,4755.5,277281.3333333333,4755.5,19942406.0,59795490.0,278118126.0,77631662.0,65906020.0,31725200.0,40409514.0,39987048.0,12867284.0,5668830.0,2828800.0,688732.0,405036.0
CT,8,28.7,34.5,39.4,9.666666666666666,4252.5,154.16666666666666,6011.666666666667,388220.5,0.0,11658446.0,38358864.0,165179206.0,43423324.0,42744746.0,19673146.0,23587856.0,23500664.0,8359150.0,2890320.0,699094.0,135414.0,165492.0
DE,8,22.9,23.6,30.9,0.3333333333333333,503.6666666666667,81.33333333333333,1823.8333333333333,93461.16666666667,1823.8333333333333,3092774.0,10447620.0,43834746.0,11244598.0,10870704.0,5450948.0,6693318.0,6117606.0,2366798.0,812176.0,252618.0,15208.0,10772.0
DC,8,31.0,39.6,43.1,2.3333333333333335,532.1666666666666,174.0,1500.0,61487.0,1500.0,3463572.0,6370798.0,37971980.0,15052868.0,9304712.0,4874440.0,4875814.0,2827116.0,737886.0,172408.0,61966.0,32102.0,32668.0
GA,8,27.9,32.6,36.3,18.833333333333332,2643.6666666666665,969.6666666666666,14500.666666666666,691107.8333333334,121876.83333333333,30850826.0,116421824.0,457102872.0,109678452.0,108397316.0,54971996.0,71853684.0,68742940.0,26293770.0,9496766.0,5625710.0,1550334.0,491904.0
ID,8,23.0,28.3,31.7,0.16666666666666666,88.83333333333333,31.666666666666668,1548.1666666666667,71401.5,1548.1666666666667,5602752.0,18956160.0,71566750.0,19361008.0,18213168.0,8171844.0,9996874.0,9346210.0,3503776.0,1691856.0,1027448.0,186092.0,68474.0
IL,8,23.8,30.6,34.2,40.833333333333336,6817.0,1719.6666666666667,23530.333333333332,1345183.3333333333,0.0,42742702.0,135632418.0,601206308.0,169908964.0,144584660.0,68808364.0,85299946.0,84799540.0,31424070.0,9671674.0,5068866.0,1189560.0,450664.0
IN,8,23.7,30.6,35.9,15.666666666666666,2534.1666666666665,755.1666666666666,10596.0,521351.6666666667,9199.0,19913838.0,73772454.0,315546992.0,80643526.0,76720230.0,38185694.0,47429530.0,46241898.0,16466292.0,6256840.0,2776854.0,610216.0,215912.0
IA,8,26.1,32.4,37.4,2.5,683.3333333333334,178.16666666666666,4927.666666666667,253415.0,4927.666666666667,9781174.0,34404856.0,141728930.0,37215016.0,35882932.0,15733568.0,18919654.0,19794118.0,8197188.0,3697054.0,1856276.0,337862.0,95262.0
KY,8,29.0,33.2,38.3,3.1666666666666665,525.8333333333334,362.0,5228.166666666667,317166.3333333333,0.0,13409730.0,49147898.0,217503886.0,51692712.0,53754020.0,27597856.0,34022490.0,31566366.0,11273538.0,4634932.0,2371154.0,453822.0,136996.0
LA,8,35.6,41.3,46.8,12.0,3101.0,597.5,15119.666666666666,600960.1666666666,15119.666666666666,12871740.0,52367952.0,212618792.0,53016968.0,52409860.0,26711590.0,33833076.0,28764560.0,10565678.0,4783004.0,2056412.0,362388.0,115256.0
ME,8,19.0,24.1,28.7,0.0,102.0,26.5,1157.3333333333333,79160.33333333333,0.0,4215488.0,14522168.0,62521688.0,14012838.0,14904084.0,7811296.0,9613412.0,10357716.0,3917412.0,1342366.0,453428.0,64876.0,44260.0
MD,8,22.0,30.1,33.3,16.0,3055.0,620.5,9368.166666666666,553712.3333333334,7032.0,19949738.0,64648314.0,270358154.0,74603972.0,62600068.0,30531610.0,40320696.0,40746892.0,14879922.0,4345878.0,1794350.0,358154.0,176612.0
MA,8,22.8,27.9,33.7,26.0,7836.666666666667,954.3333333333334,11509.0,989631.0,9217.5,24963600.0,71666486.0,378306478.0,109127332.0,96910082.0,44194548.0,52459810.0,50944374.0,17529640.0,5416392.0,1132492.0,244758.0,347050.0
MI,8,23.3,27.4,31.9,12.166666666666666,6085.166666666667,557.0,13155.333333333334,912900.3333333334,0.0,31228202.0,108714608.0,458041752.0,121445752.0,107971026.0,54295046.0,69036924.0,67680528.0,24067958.0,8704632.0,3840690.0,700250.0,298946.0
MN,8,21.5,25.0,30.6,11.333333333333334,1404.3333333333333,333.5,362.1666666666667,32631.5,0.0,18186304.0,60370202.0,234591922.0,61589786.0,53229766.0,25485490.0,32649448.0,37778990.0,14183862.0,5858948.0,3120632.0,486452.0,208548.0
MS,8,29.3,31.8,37.6,8.5,953.1666666666666,642.8333333333334,2420.6666666666665,243415.33333333334,0.0,7035926.0,34775494.0,120721596.0,27750028.0,29582522.0,14335716.0,19000634.0,18085452.0,7038996.0,3039522.0,1447178.0,384176.0,57372.0
MO,8,25.0,28.3,32.9,8.666666666666666,954.5,494.5,16303.166666666666,321647.0,5430.5,19172816.0,66597512.0,265165768.0,66881646.0,63615022.0,30550048.0,39451200.0,40070894.0,15146684.0,5438052.0,3185224.0,613040.0,213958.0
MT,8,21.6,27.8,30.9,0.16666666666666666,20.333333333333332,12.0,1401.3333333333333,70067.83333333333,0.0,3710504.0,11161766.0,42785792.0,12100082.0,11185252.0,4621870.0,5245356.0,4849118.0,2398922.0,1476148.0,727144.0,124186.0,57714.0
NE,8,22.1,25.0,31.2,3.0,242.5,143.66666666666666,3325.3333333333335,185484.16666666666,2710.1666666666665,5997710.0,21012042.0,83214152.0,22095916.0,20875960.0,10053608.0,11945672.0,10525198.0,4025122.0,2258258.0,1133434.0,228364.0,72620.0
NV,8,32.5,38.4,45.6,1.0,491.1666666666667,371.5,4164.833333333333,275408.8333333333,3406.8333333333335,11257502.0,31223986.0,116664800.0,34677254.0,27102866.0,13754290.0,18160506.0,16004192.0,3328028.0,1737634.0,1488142.0,302436.0,109452.0
NH,8,23.0,31.2,34.4,2.1666666666666665,335.8333333333333,56.166666666666664,2170.5,128972.16666666667,1345.3333333333333,3924854.0,15065558.0,70495032.0,16382572.0,16781796.0,8266494.0,10723290.0,11606826.0,4885812.0,1499216.0,288310.0,30788.0,29928.0
NJ,8,24.4,30.8,34.1,31.5,14620.666666666666,1131.6666666666667,22601.666666666668,1230127.8333333333,0.0,32356636.0,92362644.0,429564098.0,130791370.0,106631284.0,47660254.0,58448716.0,55070604.0,20279900.0,7502270.0,2459624.0,470824.0,249252.0
NM,8,29.4,39.0,42.5,4.0,466.6666666666667,143.83333333333334,4364.333333333333,290454.3333333333,0.0,6756780.0,22579212.0,102145242.0,27351794.0,26430428.0,12468378.0,14524626.0,11561330.0,4851578.0,2960256.0,1593976.0,332102.0,70774.0
NY,8,24.2,26.9,32.9,22.833333333333332,24714.5,1205.0,657.1666666666666,387516.1666666667,0.0,82846124.0,190744802.0,1008516914.0,317677138.0,246405170.0,114810684.0,143537840.0,129217514.0,37174526.0,13063382.0,4926752.0,1005248.0,698660.0
NC,8,22.5,29.1,34.1,13.833333333333334,1213.0,873.5,17734.333333333332,735713.3333333334,0.0,30044676.0,115326004.0,463272016.0,107168776.0,111660612.0,57509472.0,74371172.0,72168960.0,24854078.0,9206882.0,4954994.0,1099242.0,277828.0
ND,8,25.1,28.7,33.0,0.5,71.33333333333333,28.333333333333332,3071.5,152817.66666666666,1310.3333333333333,2352768.0,8288310.0,31217152.0,8692318.0,8110972.0,3926914.0,3843584.0,3136872.0,1600344.0,1182796.0,591278.0,99614.0,32460.0
OH,8,21.5,27.7,31.6,20.666666666666668,2689.3333333333335,528.1666666666666,14272.166666666666,633313.3333333334,0.0,36145350.0,127506838.0,535607192.0,140029734.0,128569980.0,63601168.0,81910990.0,81881938.0,25466128.0,9158622.0,3779684.0,867924.0,341024.0
OK,8,33.2,39.0,44.5,1.1666666666666667,368.3333333333333,210.66666666666666,4927.333333333333,282711.3333333333,0.0,11655674.0,43547432.0,165006412.0,42727262.0,40405542.0,18974036.0,24169296.0,24725764.0,8254680.0,3673838.0,1675030.0,314696.0,86268.0
OR,8,31.0,37.1,42.4,1.5,189.66666666666666,155.33333333333334,4386.166666666667,199289.33333333334,4386.166666666667,15706128.0,42963854.0,173397092.0,51405344.0,43054528.0,19606162.0,22581492.0,23178478.0,7934242.0,3780982.0,1415418.0,300552.0,139894.0
PA,8,27.3,32.7,39.8,24.166666666666668,6415.333333333333,734.0,11033.0,649965.1666666666,11033.0,43338276.0,135960564.0,566435140.0,156734328.0,137033638.0,66497142.0,84219844.0,79606184.0,25386162.0,10788656.0,5128430.0,751428.0,289328.0
RI,8,22.1,28.2,32.9,5.0,896.0,117.66666666666667,2795.8333333333335,225327.33333333334,1204.6666666666667,3377470.0,11424940.0,51218242.0,14242900.0,13240852.0,6035906.0,7329042.0,7258414.0,2356744.0,543566.0,142014.0,39440.0,29364.0
SC,8,22.4,31.4,34.4,9.333333333333334,648.1666666666666,701.0,7448.166666666667,299507.5,0.0,13715842.0,57461936.0,231082432.0,55549948.0,56278668.0,28635868.0,36592568.0,35425572.0,11341548.0,4227724.0,2383696.0,522540.0,124300.0
SD,8,21.7,24.2,31.0,0.8333333333333334,80.83333333333333,90.16666666666667,833.0,72300.33333333333,833.0,2583570.0,9767720.0,39520100.0,10405322.0,9741556.0,4601376.0,5415000.0,4890256.0,2286000.0,1325080.0,711770.0,114310.0,29430.0
TN,8,26.8,30.8,36.6,7.5,524.5,638.3333333333334,10136.666666666666,680832.6666666666,0.0,18726740.0,76053400.0,308525832.0,73496860.0,74502912.0,37803114.0,48311606.0,48397634.0,15878022.0,5883418.0,3123432.0,920942.0,207892.0
TX,8,25.6,32.1,36.2,26.333333333333332,2167.3333333333335,3425.6666666666665,37942.0,1494588.6666666667,0.0,81215676.0,320610154.0,1107305708.0,281655008.0,268388640.0,128897292.0,163219022.0,166430290.0,60616516.0,22665664.0,11799866.0,2692084.0,941326.0
UT,8,27.3,33.3,37.2,2.3333333333333335,156.83333333333334,230.83333333333334,5756.0,349876.1666666667,4700.166666666667,10528678.0,33726792.0,151501256.0,40662078.0,37227540.0,18360894.0,21853674.0,19862236.0,7773402.0,2987160.0,2187516.0,456630.0,130126.0
VT,8,18.4,25.0,27.9,0.16666666666666666,56.0,11.0,1240.1666666666667,65357.333333333336,944.1666666666666,1948306.0,6819880.0,32823976.0,7456010.0,8414572.0,4378030.0,4785500.0,5136502.0,1882366.0,548378.0,177014.0,25700.0,19904.0
VA,8,26.9,31.9,36.9,10.333333333333334,1611.8333333333333,859.5,522.3333333333334,55156.5,0.0,27188838.0,92058752.0,389100298.0,103099872.0,93041290.0,46871102.0,58199052.0,56473046.0,19314706.0,7604872.0,3585918.0,673726.0,236714.0
WA,8,26.4,30.5,34.7,7.5,1256.1666666666667,243.33333333333334,2342.5,472840.3333333333,2342.5,26689046.0,78809228.0,308163620.0,91141930.0,73898828.0,34244288.0,42871756.0,43263982.0,14589830.0,5266346.0,2175192.0,389504.0,321964.0
WV,8,30.2,34.7,38.4,0.6666666666666666,89.0,22.333333333333332,2158.3333333333335,149073.66666666666,0.0,5815952.0,19465696.0,80471268.0,19471064.0,20089692.0,9833326.0,12251544.0,11588726.0,4436840.0,1871082.0,787870.0,116082.0,25042.0
WI,8,15.7,21.3,24.6,6.333333333333333,738.6666666666666,241.66666666666666,9384.333333333334,481024.5,9384.333333333334,17826776.0,63563176.0,247768032.0,60728810.0,57882146.0,29100272.0,37371638.0,38245842.0,14715072.0,6049394.0,2991832.0,525340.0,157686.0
WY,8,17.6,23.7,28.4,0.3333333333333333,19.666666666666668,8.0,576.8333333333334,36521.333333333336,4746.166666666667,1862794.0,6225524.0,28479058.0,8069584.0,7260328.0,3437608.0,2815212.0,2674392.0,2189654.0,1268758.0,660920.0,78050.0,24552.0
AL,9,26.5,28.7,35.9,9.833333333333334,920.0,694.6666666666666,7970.666666666667,385939.0,0.0,12540534.0,55889660.0,196167692.0,43972136.0,46964586.0,25592350.0,31531784.0,30197608.0,10777488.0,4363610.0,2201118.0,476262.0,90750.0
AK,9,23.8,32.5,35.3,0.3333333333333333,13.666666666666666,13.833333333333334,2681.5,106003.16666666667,0.0,2908678.0,7298571.0,27798319.0,7927375.0,7392670.0,3552744.0,3980549.0,2989433.0,1252587.0,464130.0,116882.0,41080.0,80869.0
AZ,9,32.7,39.7,44.1,28.166666666666668,1568.6666666666667,2557.5,13853.666666666666,498313.8333333333,13853.666666666666,26609236.0,73793808.0,247702970.0,69414348.0,56173922.0,27279372.0,35287620.0,38103622.0,12735364.0,4496908.0,3052008.0,806784.0,353022.0
AR,9,29.6,33.5,37.4,5.0,253.83333333333334,286.6666666666667,6556.166666666667,290614.3333333333,0.0,7806780.0,34386770.0,125001594.0,30527208.0,31406766.0,15046808.0,18683494.0,17873170.0,6631062.0,2984994.0,1482234.0,306434.0,59424.0
CA,9,27.6,32.2,38.1,58.0,5873.0,5925.333333333333,95706.66666666667,3918792.0,0.0,147567738.0,406214540.0,1251386387.0,321403162.0,305423621.0,141196890.0,174826765.0,181064128.0,77403034.0,32493777.0,13478969.0,2924976.0,1171065.0
CO,9,26.1,33.0,37.3,10.5,1491.5,241.66666666666666,5224.666666666667,312962.8333333333,5224.666666666667,19978300.0,59752476.0,272226683.0,74840332.0,64476350.0,31100965.0,39630425.0,39421613.0,12597642.0,5888460.0,2925551.0,723879.0,621466.0
CT,9,24.0,32.5,35.3,5.833333333333333,4312.333333333333,109.16666666666667,10670.5,432246.5,0.0,11895034.0,38122276.0,156479816.0,40517984.0,39801586.0,18629900.0,22368992.0,22615258.0,8253316.0,3153058.0,818206.0,146342.0,175174.0
DE,9,25.4,27.4,33.2,0.6666666666666666,507.3333333333333,78.0,2113.3333333333335,105752.0,2113.3333333333335,3057336.0,10483058.0,44085558.0,11707080.0,10796728.0,5381486.0,6649256.0,5981040.0,2373642.0,884508.0,280352.0,18130.0,13336.0
DC,9,27.6,29.6,39.4,1.6666666666666667,548.1666666666666,135.5,1731.0,71260.5,1731.0,3417814.0,6416556.0,36690552.0,14407174.0,8865570.0,4667092.0,4956516.0,2672546.0,770460.0,183786.0,74222.0,42508.0,50678.0
GA,9,31.4,36.8,40.9,17.833333333333332,2776.3333333333335,1258.5,15083.166666666666,796774.8333333334,-123872.33333333333,31403899.0,115857761.0,451039892.0,108789229.0,106263184.0,53961436.0,70417384.0,67709398.0,26241610.0,9593885.0,5836564.0,1661488.0,565714.0
ID,9,29.5,32.9,40.7,0.3333333333333333,90.5,48.833333333333336,1897.8333333333333,84310.5,1897.8333333333333,5683202.0,18867794.0,67686408.0,17980438.0,17282905.0,7765753.0,9533303.0,8806429.0,3365068.0,1579561.0,1024459.0,261201.0,87291.0
IL,9,28.1,33.7,39.6,25.0,7075.333333333333,1530.5,29020.666666666668,1532084.5,0.0,42921960.0,135453160.0,593694826.0,164857660.0,142898240.0,68144154.0,85121920.0,84855532.0,31369668.0,9640658.0,5018366.0,1235856.0,552772.0
IN,9,26.2,34.7,38.1,10.333333333333334,2613.3333333333335,658.0,9838.666666666666,593889.0,8718.833333333334,20185562.0,73500730.0,309358858.0,77943000.0,75117468.0,37372494.0,46556006.0,45909494.0,16325050.0,6249116.0,2927388.0,668260.0,290582.0
IA,9,23.1,31.5,34.3,3.8333333333333335,705.1666666666666,129.83333333333334,5712.666666666667,292311.1666666667,5712.666666666667,9729682.0,34456348.0,142137074.0,37163588.0,35892630.0,15799972.0,19090390.0,19954190.0,8228606.0,3648542.0,1863812.0,399506.0,95838.0
KY,9,26.4,33.9,38.5,4.5,555.8333333333334,387.6666666666667,5854.0,355382.6666666667,0.0,13850501.0,48698587.0,212046853.0,50584683.0,52485419.0,26823330.0,32937340.0,30611720.0,10900089.0,4601374.0,2439688.0,479097.0,184113.0
LA,9,32.2,40.5,44.9,11.5,3193.8333333333335,714.3333333333334,13334.333333333334,690989.3333333334,13334.333333333334,13217718.0,52021974.0,212074024.0,53814376.0,52324178.0,26440902.0,33386144.0,28340000.0,10343776.0,4791016.0,2106798.0,379600.0,147234.0
ME,9,23.8,32.0,35.6,0.3333333333333333,104.0,28.0,1623.1666666666667,91538.66666666667,0.0,4322818.0,14414838.0,60736310.0,13871076.0,14339178.0,7544098.0,9230886.0,10016372.0,3810346.0,1293404.0,499802.0,79412.0,51736.0
