State,Period,Depression_Score,Anxiety_Score,Mix_Score,deathIncrease,death,hospitalizedCurrently,positiveCasesIncrease,positiveCasesViral,totalTestsPeopleViralIncrease,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500
VT,14,19.6,30.2,34.5,0.0,58.0,3.3076923076923075,3340.4615384615386,210855.15384615384,1002.4615384615385,4478392.0,13057980.0,57574184.0,12344278.0,14370195.0,7279597.0,8147010.0,9669431.0,4059022.0,1169099.0,403000.0,71940.0,60612.0
VA,14,22.4,29.1,33.3,10.076923076923077,2691.153846153846,1072.2307692307693,931.2307692307693,122881.53846153847,0.0,60270058.0,178225122.0,703851157.0,157527537.0,168236119.0,86522772.0,111528677.0,113264748.0,40370158.0,16330546.0,7557759.0,1559843.0,952998.0
WA,14,22.7,30.8,35.4,7.0,1966.5384615384614,283.84615384615387,423.3076923076923,77595.38461538461,0.0,58278446.0,152718102.0,547488131.0,128444235.0,135580114.0,63997528.0,84140060.0,87697383.0,30761701.0,10213369.0,4391832.0,882907.0,1379002.0
WV,14,26.9,33.5,38.4,4.076923076923077,252.0,148.07692307692307,3804.5384615384614,463313.76923076925,0.0,12977587.0,37585709.0,144060938.0,29642917.0,36180221.0,17960926.0,22649488.0,22383527.0,9144432.0,4067718.0,1622366.0,308228.0,101115.0
WI,14,19.3,27.5,31.3,6.076923076923077,1186.076923076923,302.61538461538464,7943.2307692307695,1317321.3076923077,7943.2307692307695,40916918.0,121862986.0,472874957.0,103416840.0,111426719.0,55314745.0,72625478.0,77518010.0,31478005.0,12768399.0,6614838.0,1180440.0,531483.0
WY,14,23.6,29.4,33.6,0.38461538461538464,42.15384615384615,13.76923076923077,1915.076923076923,118691.69230769231,950.3076923076923,4140868.0,12035768.0,52766250.0,13192265.0,14428123.0,6701667.0,5362177.0,5030477.0,3907977.0,2519515.0,1364936.0,186924.0,72189.0
AL,15,28.6,30.8,37.2,8.76923076923077,2459.923076923077,751.0769230769231,7440.2307692307695,1069551.8461538462,0.0,27369778.0,109490610.0,378140780.0,73614161.0,89817746.0,49798353.0,63472406.0,63427178.0,23716751.0,9721766.0,3727024.0,740827.0,104568.0
AK,15,25.2,29.9,35.5,0.9230769230769231,47.53846153846154,42.61538461538461,2897.4615384615386,430045.23076923075,0.0,6119136.0,14469392.0,52543314.0,13606751.0,13906139.0,7151938.0,8003171.0,5716135.0,2755924.0,1003973.0,245791.0,75034.0,78458.0
AZ,15,28.2,34.9,39.3,21.46153846153846,5514.538461538462,521.2307692307693,10645.923076923076,1395189.076923077,10645.923076923076,54611679.0,146194409.0,496795476.0,113192190.0,121145219.0,59454503.0,76358788.0,82659289.0,27817804.0,9613721.0,5283426.0,906327.0,364209.0
AR,15,23.1,28.7,31.6,24.53846153846154,1224.5384615384614,431.0,9754.923076923076,902250.6923076923,0.0,17016499.0,67370601.0,234615832.0,49287443.0,59766513.0,28987323.0,36703672.0,35853719.0,14295382.0,6498293.0,2667252.0,489386.0,66849.0
CA,15,28.7,37.2,42.3,89.0,15136.846153846154,3434.3076923076924,119744.76923076923,13729787.153846154,0.0,319519843.0,788077417.0,2620366574.0,626547475.0,652798561.0,307653917.0,381628745.0,394741871.0,164732694.0,65225584.0,21397380.0,4238758.0,1401589.0
CO,15,25.2,34.2,37.7,3.076923076923077,1924.6923076923076,242.92307692307693,7965.923076923077,844314.8461538461,7965.923076923077,43657029.0,115818763.0,526766644.0,126613360.0,131426612.0,62516321.0,80796574.0,81605500.0,26423983.0,11586173.0,4158137.0,1017106.0,622878.0
CT,15,19.0,30.4,33.5,1.3846153846153846,4495.692307692308,74.0,13868.846153846154,1470025.2307692308,0.0,25885110.0,74149510.0,291177502.0,64799412.0,76020609.0,36084458.0,43660314.0,45951154.0,16817285.0,6037922.0,1401476.0,230788.0,174084.0
DE,15,18.3,24.8,28.0,1.2307692307692308,626.5384615384615,58.30769230769231,1512.0,274651.1538461539,1512.0,6710865.0,20369923.0,78988400.0,17457710.0,19383023.0,10059534.0,12961476.0,11921818.0,4896306.0,1776067.0,480760.0,33526.0,18180.0
DC,15,27.5,40.2,46.4,0.6153846153846154,621.0,93.3076923076923,1197.6923076923076,206156.38461538462,1197.6923076923076,7240086.0,12428654.0,62498846.0,20124146.0,16665544.0,8546024.0,9266258.0,5656654.0,1612684.0,387766.0,122468.0,60664.0,56638.0
FL,15,25.4,32.8,36.4,97.0,13702.076923076924,2249.4615384615386,38604.92307692308,7210763.846153846,22504.615384615383,139041494.0,457339606.0,1666657673.0,388393432.0,418789156.0,218513737.0,274028836.0,248955167.0,78305938.0,25530805.0,10912276.0,2251134.0,977192.0
GA,15,25.0,32.0,35.3,43.30769230769231,6707.846153846154,1929.0,20723.69230769231,2785316.3076923075,0.0,66338766.0,228206534.0,863996919.0,177181779.0,206802068.0,107530096.0,143544708.0,141148944.0,55758216.0,19485927.0,9689565.0,2315580.0,540036.0
HI,15,24.0,28.7,33.3,2.5384615384615383,118.92307692307692,178.84615384615384,4477.2307692307695,385220.0,2435.0,11066356.0,28706160.0,100056182.0,27573567.0,27426630.0,11464260.0,13927246.0,17071088.0,2046662.0,370390.0,110330.0,28036.0,37973.0
ID,15,22.8,29.3,33.2,3.1538461538461537,445.7692307692308,134.46153846153845,1991.076923076923,290731.6923076923,1991.076923076923,12250248.0,36867576.0,128017922.0,28592357.0,34123823.0,15609313.0,19230462.0,18024379.0,6998317.0,3409547.0,1645596.0,314664.0,69464.0
IL,15,23.9,30.8,36.3,22.615384615384617,8731.0,1528.3076923076924,54601.92307692308,5198110.461538462,0.0,91776426.0,264973814.0,1165924068.0,287015342.0,286456805.0,136814839.0,174347476.0,181421484.0,68864841.0,19842779.0,8580209.0,1916213.0,664080.0
IN,15,24.5,31.8,36.6,10.076923076923077,3529.076923076923,823.0,20156.615384615383,1964391.2307692308,8581.76923076923,43597333.0,143775251.0,600980700.0,134239453.0,147986507.0,74433693.0,94326491.0,95147238.0,35155632.0,13220229.0,5164161.0,995596.0,311700.0
IA,15,25.5,27.5,34.2,6.615384615384615,1283.4615384615386,301.2307692307692,5055.692307692308,729203.5384615385,5055.692307692308,21433101.0,66938959.0,277579373.0,66655688.0,71666841.0,31115890.0,38080481.0,40633023.0,17641461.0,7799265.0,3365285.0,506049.0,115390.0
KS,15,22.9,30.6,35.2,7.923076923076923,610.3846153846154,290.0769230769231,4271.384615384615,486835.53846153844,4271.384615384615,20796926.0,60725214.0,247904463.0,60169210.0,65652769.0,28366101.0,34098217.0,35364513.0,14344815.0,6144610.0,2990610.0,618346.0,155272.0
KY,15,30.7,32.4,39.8,6.769230769230769,1123.7692307692307,522.1538461538462,22526.076923076922,1142471.7692307692,0.0,29808400.0,95306856.0,409921254.0,87011513.0,102024945.0,52539977.0,66231085.0,63767656.0,23674084.0,9455506.0,4240855.0,811550.0,164083.0
LA,15,29.6,38.5,44.5,15.538461538461538,5390.384615384615,601.2307692307693,15182.384615384615,2202533.3846153845,15182.384615384615,28416826.0,102062558.0,414536488.0,94466293.0,101758250.0,52553212.0,67801637.0,59474416.0,22665853.0,11066522.0,3944107.0,653533.0,152665.0
ME,15,17.5,31.5,33.5,0.23076923076923078,139.3846153846154,12.461538461538462,6681.923076923077,385161.3846153846,0.0,9572110.0,27903202.0,106435557.0,20799561.0,25267049.0,13032768.0,16883314.0,18947476.0,7631259.0,2852769.0,875540.0,96355.0,49466.0
MD,15,20.3,30.6,35.3,6.846153846153846,3895.6923076923076,328.15384615384613,25226.23076923077,2425584.846153846,10024.384615384615,42920247.0,126275857.0,488607317.0,111264612.0,114410294.0,57508267.0,77470681.0,83141682.0,31589463.0,9309427.0,3058399.0,601496.0,252996.0
MA,15,23.2,32.2,38.4,14.615384615384615,9332.0,372.0,65800.53846153847,3518913.153846154,17357.23076923077,55187092.0,138073080.0,661443559.0,161722432.0,172967631.0,80651406.0,97326759.0,99835969.0,35698146.0,10365347.0,2124916.0,380140.0,370813.0
MI,15,21.0,28.6,33.2,9.153846153846153,6997.384615384615,549.4615384615385,31384.384615384617,3437010.3076923075,0.0,68885967.0,210999653.0,836535482.0,187513443.0,197327899.0,101321665.0,132833636.0,136774934.0,51988930.0,19304918.0,7772691.0,1277767.0,419599.0
MN,15,17.4,26.9,30.5,6.769230769230769,2028.5384615384614,284.53846153846155,11538.307692307691,1321771.6923076923,11538.307692307691,39129966.0,117983046.0,454734044.0,104198363.0,104264122.0,50006804.0,65754877.0,79733627.0,31431986.0,12711642.0,5630148.0,710717.0,291758.0
MS,15,28.5,35.0,38.0,14.384615384615385,2844.6153846153848,620.7692307692307,8321.076923076924,692293.0,0.0,15422255.0,68200585.0,232943076.0,49046400.0,56407523.0,26989855.0,37267704.0,37575781.0,15420219.0,6749718.0,2763829.0,649722.0,72325.0
MO,15,22.7,29.9,33.8,25.53846153846154,1893.6923076923076,1040.2307692307693,23291.923076923078,1626091.3076923077,11323.538461538461,43379127.0,128161529.0,486032183.0,106425018.0,119935535.0,56851795.0,74185257.0,79572512.0,31049230.0,11112872.0,5601630.0,1022032.0,276302.0
MT,15,24.4,33.1,38.2,2.6153846153846154,160.30769230769232,122.3076923076923,3679.076923076923,313597.0,0.0,8252981.0,21488473.0,77021014.0,19338296.0,21069808.0,8669669.0,9782839.0,9176305.0,4604719.0,2838259.0,1274871.0,188885.0,77363.0
NE,15,19.2,27.6,30.8,2.6923076923076925,452.84615384615387,196.0,4966.384615384615,576530.0769230769,3184.3076923076924,12911566.0,41107938.0,166391072.0,40088226.0,43150517.0,20281448.0,25009372.0,22034526.0,8602216.0,4771941.0,2028381.0,326774.0,97671.0
NV,15,31.3,35.6,42.8,7.923076923076923,1546.5384615384614,457.7692307692308,7096.0,995358.3846153846,3540.6153846153848,24173586.0,60789390.0,212339884.0,51873298.0,52641160.0,26765416.0,36162069.0,33154960.0,5845905.0,2960566.0,2294462.0,462539.0,179509.0
NH,15,19.0,29.4,32.2,0.07692307692307693,438.2307692307692,12.692307692307692,4000.230769230769,408390.3076923077,2839.153846153846,8890985.0,29089839.0,124162695.0,24379248.0,29540915.0,14837792.0,18984535.0,22436440.0,10031531.0,3355872.0,515701.0,47066.0,33595.0
NJ,15,23.7,34.9,38.3,4.923076923076923,16074.692307692309,417.2307692307692,27230.23076923077,3394811.923076923,0.0,68574225.0,180864335.0,794936829.0,205752877.0,199651889.0,93308221.0,115419314.0,116601861.0,43683836.0,15266767.0,4159323.0,726213.0,366528.0
NM,15,29.1,38.0,43.2,3.3076923076923075,854.1538461538462,69.15384615384616,5962.307692307692,874226.0,0.0,14688783.0,43983201.0,185664589.0,41569101.0,50388251.0,23926160.0,28090514.0,22416002.0,9634762.0,6207106.0,2790529.0,554174.0,87990.0
NY,15,23.5,32.3,36.2,4.846153846153846,25434.923076923078,494.7692307692308,826.6153846153846,451358.3076923077,0.0,177096109.0,370085743.0,1824579372.0,490854231.0,454230386.0,217787767.0,280247428.0,263208724.0,78115641.0,28277452.0,9598192.0,1336100.0,923451.0
NC,15,21.5,28.7,32.6,25.692307692307693,3304.153846153846,901.6923076923077,26724.076923076922,2838277.3846153845,0.0,66426955.0,224314405.0,849261398.0,165113614.0,202270151.0,108348787.0,145227871.0,145712084.0,52361404.0,19462361.0,8769791.0,1659390.0,335945.0
ND,15,19.0,23.2,27.7,3.230769230769231,151.76923076923077,86.0,6026.461538461538,591589.9230769231,1391.6923076923076,5225975.0,16056181.0,60686856.0,15458958.0,16413816.0,7818465.0,7828818.0,6342832.0,3344547.0,2299926.0,961510.0,187099.0,30885.0
OH,15,24.7,32.3,36.5,18.46153846153846,4660.846153846154,613.4615384615385,34268.53846153846,2885383.4615384615,0.0,79505148.0,247799228.0,1015421138.0,232341606.0,247897934.0,123288973.0,161811710.0,168521332.0,54005878.0,18782552.0,6961758.0,1357334.0,452061.0
OK,15,23.1,29.2,34.5,7.3076923076923075,965.4615384615385,560.4615384615385,11003.307692307691,1112843.5384615385,0.0,26038740.0,84367472.0,317462925.0,72913708.0,79718227.0,37280389.0,47666356.0,50568149.0,17738813.0,7788256.0,3186822.0,495104.0,107101.0
OR,15,31.8,41.1,47.6,2.1538461538461537,533.3846153846154,174.23076923076923,4369.2307692307695,642855.1538461539,4369.2307692307695,33347477.0,83992487.0,317914680.0,76265787.0,84125064.0,38863746.0,44632231.0,47301776.0,16205131.0,7423909.0,2419980.0,470656.0,206400.0
PA,15,24.1,30.7,34.6,17.846153846153847,8019.384615384615,450.0,27063.30769230769,2783979.3076923075,13092.384615384615,94146327.0,264451353.0,1041615255.0,246562659.0,254775925.0,128436156.0,165203661.0,161235319.0,52975362.0,21747971.0,9126143.0,1181897.0,370162.0
RI,15,23.4,33.4,38.3,2.4615384615384617,1098.4615384615386,86.61538461538461,1972.5384615384614,323664.53846153844,1972.5384615384614,7628724.0,21976096.0,91027270.0,22050626.0,24172659.0,11096671.0,13717066.0,13884994.0,4520290.0,1210125.0,285360.0,54950.0,34529.0
SC,15,20.6,31.8,35.3,18.384615384615383,3241.0,767.9230769230769,15210.615384615385,1169324.6923076923,0.0,30519749.0,111835807.0,419011315.0,83449796.0,101960905.0,54374113.0,70989781.0,70772684.0,23666189.0,8583246.0,4246100.0,799523.0,168978.0
SD,15,17.0,22.5,27.3,2.6153846153846154,205.46153846153845,177.0,2939.076923076923,248499.0,1711.3846153846155,5636825.0,19065755.0,76876083.0,18840196.0,19788858.0,8977852.0,10387885.0,9695697.0,4900850.0,2702323.0,1348719.0,192713.0,40990.0
TN,15,25.9,30.5,35.6,20.153846153846153,2270.4615384615386,864.4615384615385,25386.0,2689870.0,0.0,41363282.0,148196998.0,567217822.0,115321918.0,137308882.0,71337219.0,93390619.0,96919215.0,33508886.0,12035273.0,5524444.0,1560001.0,311365.0
TX,15,28.0,33.2,39.5,91.53846153846153,15056.384615384615,3189.076923076923,71093.30769230769,5710378.615384615,0.0,172397952.0,631253708.0,2212861712.0,499386110.0,547827117.0,266216768.0,339960771.0,353927890.0,132431760.0,47835168.0,20054815.0,4023968.0,1197345.0
UT,15,26.8,33.9,38.5,1.3076923076923077,443.46153846153845,179.92307692307693,9359.76923076923,979372.6923076923,6559.461538461538,23161876.0,65349064.0,268503822.0,61510687.0,70760150.0,34379536.0,40253860.0,36806003.0,14851813.0,5633708.0,3445801.0,684431.0,177833.0
VT,15,22.9,33.0,36.6,0.0,58.0,2.769230769230769,3562.4615384615386,256100.76923076922,794.8461538461538,4434118.0,13102254.0,55317135.0,11235320.0,13960805.0,7033393.0,7947468.0,9444922.0,4086096.0,1208728.0,327819.0,51695.0,20889.0
VA,15,24.6,31.1,36.5,25.615384615384617,3050.153846153846,949.6923076923077,760.3846153846154,134962.38461538462,0.0,58719531.0,179775649.0,703544274.0,156638416.0,169720559.0,86930253.0,111753616.0,113653757.0,40492512.0,16299524.0,6604620.0,1094817.0,356200.0
WA,15,25.7,34.6,39.9,6.538461538461538,2061.5384615384614,261.2307692307692,446.46153846153845,83200.92307692308,0.0,56291786.0,154704762.0,558286693.0,129693486.0,140444786.0,66341468.0,85991812.0,89136019.0,31193437.0,10540068.0,3810902.0,616645.0,518070.0
WV,15,28.0,36.4,39.2,4.384615384615385,315.7692307692308,168.23076923076923,4807.846153846154,522454.3846153846,0.0,12783223.0,37780073.0,143638018.0,29621983.0,36252888.0,17816807.0,22600902.0,22196291.0,9369346.0,4116832.0,1422353.0,203581.0,37035.0
WI,15,19.4,28.4,30.8,4.923076923076923,1264.1538461538462,469.38461538461536,11318.153846153846,1456633.923076923,11318.153846153846,39926881.0,122853023.0,464683933.0,99697339.0,110132156.0,55239188.0,71789781.0,76926843.0,31452257.0,12793303.0,5656345.0,795544.0,201177.0
WY,15,22.4,29.1,33.2,0.3076923076923077,49.23076923076923,19.384615384615383,1825.6923076923076,147923.07692307694,783.8461538461538,4128553.0,12048083.0,51303463.0,12902691.0,14415698.0,6567659.0,5229225.0,4713367.0,3781100.0,2388642.0,1137986.0,132395.0,34700.0
AL,16,25.0,29.4,33.6,11.384615384615385,2598.230769230769,780.3846153846154,7299.846153846154,1174324.0,0.0,28382242.0,108478146.0,362846530.0,70276058.0,85452996.0,47370888.0,61035896.0,60883126.0,22962435.0,10133374.0,3952689.0,685412.0,93656.0
AK,16,27.1,32.6,37.4,0.3076923076923077,58.53846153846154,48.76923076923077,4220.846153846154,483087.23076923075,0.0,6233122.0,14364154.0,48127743.0,11962094.0,12788879.0,6665859.0,7545116.0,5301295.0,2547974.0,954070.0,214501.0,87209.0,60746.0
AZ,16,25.0,31.7,37.8,9.76923076923077,5719.0,634.2307692307693,9282.461538461539,1515049.0,9282.461538461539,55034992.0,145771096.0,487487395.0,111668059.0,116354645.0,57126307.0,74954171.0,82452844.0,28545077.0,10258676.0,4966939.0,911401.0,249276.0
AR,16,30.2,35.4,42.3,18.153846153846153,1466.5384615384614,522.0769230769231,11320.076923076924,1091579.4615384615,0.0,17455634.0,66931466.0,223406704.0,46196953.0,56483473.0,27437497.0,35012713.0,34250536.0,13925834.0,6732927.0,2831614.0,481420.0,53737.0
CA,16,29.4,36.2,42.4,71.6923076923077,16218.384615384615,3153.846153846154,121368.92307692308,15405413.615384616,0.0,326212072.0,781385188.0,2444188502.0,568092228.0,598462745.0,287002301.0,361717398.0,372580357.0,161141135.0,68325640.0,21755861.0,3786251.0,1324586.0
CO,16,23.8,32.8,37.5,3.5384615384615383,1982.3846153846155,333.84615384615387,9313.384615384615,968131.5384615385,9313.384615384615,44735088.0,114740704.0,505596718.0,118740167.0,124590311.0,60516085.0,79147355.0,79981470.0,25547416.0,12012060.0,3805607.0,814327.0,441920.0
CT,16,22.9,28.4,34.6,2.076923076923077,4520.538461538462,124.76923076923077,24254.46153846154,1729618.3846153845,0.0,26588742.0,73445878.0,270035677.0,57726323.0,70503236.0,33319584.0,40215976.0,42925683.0,16233386.0,7003312.0,1629786.0,257488.0,220903.0
DE,16,24.6,32.8,39.0,1.6153846153846154,646.8461538461538,90.46153846153847,2214.846153846154,298653.46153846156,2214.846153846154,6838292.0,20242496.0,74643703.0,16005061.0,18225784.0,9590236.0,12240389.0,11175355.0,4798398.0,2013470.0,539885.0,38472.0,16653.0
DC,16,19.9,34.8,37.1,0.8461538461538461,632.0,96.07692307692308,1314.3076923076924,222821.46153846153,1314.3076923076924,7135428.0,12533312.0,59433254.0,18734670.0,15852270.0,8237256.0,8933220.0,5463098.0,1568882.0,383786.0,130220.0,67248.0,62604.0
FL,16,26.0,31.7,37.8,98.92307692307692,15042.23076923077,2106.923076923077,39993.61538461538,7747107.153846154,21266.076923076922,143176174.0,453204926.0,1652651276.0,385625332.0,413453047.0,216380750.0,271413442.0,244783590.0,78771175.0,27941624.0,11274953.0,2190016.0,817347.0
GA,16,23.9,29.0,34.7,33.46153846153846,7234.307692307692,1758.7692307692307,19791.0,3050865.6153846155,0.0,68702488.0,225842812.0,831983496.0,170518979.0,197118057.0,102869333.0,137677772.0,135119422.0,55611245.0,20655396.0,9714726.0,2214475.0,484091.0
HI,16,30.1,30.6,40.2,2.8461538461538463,154.23076923076923,121.0,-8053.846153846154,382906.8461538461,898.1538461538462,11094838.0,28677678.0,95687648.0,25888202.0,26123321.0,11056260.0,13555031.0,16408816.0,2031588.0,408696.0,143244.0,32615.0,39875.0
ID,16,21.0,29.4,33.3,3.6153846153846154,487.9230769230769,163.30769230769232,2367.6153846153848,320731.1538461539,2367.6153846153848,12535258.0,36582566.0,119411362.0,26021035.0,31375830.0,14392057.0,18085743.0,17299196.0,6872805.0,3484999.0,1505631.0,320803.0,53263.0
IL,16,24.1,32.2,36.6,27.846153846153847,9093.923076923076,1684.4615384615386,60691.153846153844,5994001.384615385,0.0,94121982.0,262628258.0,1119123986.0,268294651.0,273311290.0,131882708.0,168115447.0,175439583.0,69166152.0,21548460.0,8775518.0,1945738.0,644439.0
IN,16,23.1,30.1,34.3,14.076923076923077,3712.6153846153848,1069.4615384615386,22469.0,2271359.3076923075,9576.692307692309,44962222.0,142410362.0,578303292.0,130686657.0,141078202.0,69828328.0,89439152.0,91060788.0,34888985.0,14230871.0,5713412.0,1038508.0,338389.0
IA,16,19.6,26.8,29.6,11.076923076923077,1406.4615384615386,421.3076923076923,4909.076923076923,795515.8461538461,4909.076923076923,21756836.0,66615224.0,264744138.0,62730662.0,68041726.0,29475890.0,35966285.0,38738637.0,17354440.0,8200820.0,3621382.0,513835.0,100461.0
KS,16,22.7,32.3,36.2,10.307692307692308,720.6153846153846,382.38461538461536,4474.7692307692305,543839.0,4474.7692307692305,21152930.0,60369210.0,235704799.0,56132836.0,61805254.0,26675148.0,32539536.0,34249610.0,14085720.0,6377296.0,3076045.0,632492.0,130862.0
KY,16,31.5,37.8,42.8,6.538461538461538,1220.2307692307693,617.3846153846154,15551.384615384615,1471666.1538461538,0.0,30951952.0,94163304.0,380509444.0,78934995.0,93629110.0,48539223.0,61611591.0,59511562.0,22909043.0,10071218.0,4268022.0,865319.0,169361.0
LA,16,28.4,36.9,41.5,13.76923076923077,5590.923076923077,554.6923076923077,14092.615384615385,2405462.3846153845,14092.615384615385,29069060.0,101410324.0,397086661.0,88291281.0,98520337.0,50490741.0,64814955.0,56736157.0,21644803.0,11625381.0,4151044.0,682476.0,129486.0
ME,16,24.4,33.2,36.3,0.15384615384615385,142.23076923076923,9.153846153846153,4843.615384615385,467406.6153846154,0.0,9813016.0,27662296.0,97669873.0,18259286.0,23021350.0,11830887.0,15465166.0,17871740.0,7239571.0,2890380.0,938469.0,106329.0,46695.0
MD,16,24.4,30.6,36.9,4.384615384615385,3971.5384615384614,359.53846153846155,25194.615384615383,2758817.4615384615,10163.461538461539,43631098.0,125565006.0,464110436.0,101955501.0,107945872.0,55147340.0,74527456.0,78747822.0,31257243.0,10059007.0,3481481.0,707711.0,281003.0
MA,16,22.5,34.2,37.6,14.923076923076923,9539.846153846154,473.6923076923077,63628.846153846156,4432211.230769231,16180.923076923076,56583310.0,136676862.0,613897686.0,144225472.0,160904419.0,75139025.0,91153069.0,93459963.0,34457480.0,11260333.0,2379755.0,453865.0,464305.0
MI,16,25.6,32.9,37.0,11.76923076923077,7159.076923076923,743.0,34160.38461538462,3889557.4615384615,0.0,70872284.0,209013336.0,799144300.0,174376188.0,186255098.0,96241642.0,126025649.0,132640811.0,52323020.0,21171552.0,8400234.0,1293092.0,417014.0
MN,16,19.9,26.2,30.7,9.615384615384615,2146.230769230769,403.3636363636364,14090.307692307691,1503216.2307692308,14090.307692307691,40433060.0,116679952.0,437904206.0,97651228.0,100420438.0,48027254.0,63553850.0,77464185.0,31231007.0,13213875.0,5345389.0,728726.0,268254.0
MS,16,25.1,30.6,35.1,11.076923076923077,3038.4615384615386,566.1538461538462,5265.307692307692,770641.4615384615,0.0,15910828.0,67712012.0,222540880.0,46796035.0,53491353.0,25668115.0,35213742.0,35478369.0,15015602.0,7290478.0,2893045.0,630187.0,63954.0
MO,16,25.5,30.7,36.4,25.846153846153847,2250.923076923077,1246.6923076923076,19192.30769230769,1956659.6153846155,11131.461538461539,44090784.0,127449872.0,459993372.0,97878720.0,112178698.0,53276443.0,70500878.0,76648697.0,30587166.0,11787468.0,5826000.0,1069859.0,239443.0
MT,16,19.9,27.8,32.8,2.6923076923076925,194.53846153846155,226.3846153846154,4656.307692307692,371082.46153846156,0.0,8530285.0,21212716.0,71453617.0,17590085.0,19728538.0,8154704.0,9104599.0,8599299.0,4209518.0,2741111.0,1116832.0,156596.0,52335.0
NE,16,20.9,28.7,32.5,3.6153846153846154,502.15384615384613,263.0769230769231,9026.307692307691,670610.9230769231,4568.2307692307695,13252978.0,40766526.0,155939984.0,37140712.0,40200387.0,18714931.0,23250377.0,20780123.0,8237817.0,5044070.0,2184527.0,302321.0,84719.0
NV,16,29.2,39.3,43.3,5.461538461538462,1633.3076923076924,478.15384615384613,7552.153846153846,1095469.8461538462,3527.0,24032332.0,60930644.0,206233637.0,50455669.0,49970661.0,25603674.0,35531417.0,33210249.0,5812447.0,2959459.0,2131885.0,439157.0,119019.0
NH,16,19.8,27.3,31.4,1.3076923076923077,446.84615384615387,18.53846153846154,4533.692307692308,472248.6923076923,1797.8461538461538,9229440.0,28751384.0,115249168.0,21880784.0,27629259.0,13559353.0,17290687.0,20813738.0,9730871.0,3684420.0,569697.0,52893.0,37466.0
NJ,16,22.5,34.7,39.1,4.769230769230769,16148.615384615385,568.9230769230769,31176.384615384617,3778740.923076923,0.0,70999278.0,178439282.0,735130878.0,179690365.0,183338632.0,86474636.0,109205818.0,111238788.0,43071867.0,16317758.0,4569574.0,768819.0,454621.0
NM,16,26.1,33.9,41.1,3.076923076923077,895.8461538461538,107.0,6763.076923076923,961464.1538461539,0.0,14806416.0,43865568.0,180589230.0,40190900.0,48120996.0,22735870.0,27290477.0,22775790.0,9690376.0,6474623.0,2737286.0,512434.0,60478.0
NY,16,23.3,30.7,35.2,9.0,25534.153846153848,713.5384615384615,1358.923076923077,467191.23076923075,0.0,178385758.0,368796094.0,1702402101.0,440218080.0,424834237.0,203946722.0,265122648.0,248691502.0,75362619.0,30758312.0,10704623.0,1544638.0,1218720.0
NC,16,25.7,29.7,35.8,21.46153846153846,3673.769230769231,997.0,30480.46153846154,3215527.846153846,0.0,67701610.0,223039750.0,814337793.0,155457168.0,192120457.0,103385852.0,139701242.0,139437449.0,51616405.0,20915542.0,9599733.0,1773549.0,330396.0
ND,16,16.6,24.7,27.8,4.6923076923076925,213.15384615384616,149.92307692307693,6668.538461538462,675591.9230769231,1576.1538461538462,5345884.0,15936272.0,56059803.0,13492244.0,15326323.0,7303531.0,7491928.0,5907734.0,3181721.0,2250627.0,895287.0,185226.0,25182.0
OH,16,25.5,33.6,38.5,17.076923076923077,4938.615384615385,777.3076923076923,39948.53846153846,3415677.4615384615,0.0,82096252.0,245208124.0,965547483.0,216427204.0,234435790.0,116225637.0,153550922.0,160804729.0,53418511.0,20576974.0,8201937.0,1467689.0,438090.0
OK,16,27.2,33.9,38.1,6.615384615384615,1067.8461538461538,691.0,11386.0,1291927.3846153845,0.0,27202282.0,83203930.0,301571721.0,68738357.0,75025281.0,35123536.0,45056970.0,48032174.0,17311135.0,8308987.0,3388121.0,505017.0,82143.0
OR,16,24.9,35.1,39.0,3.3846153846153846,580.6923076923077,191.46153846153845,5046.076923076923,711499.2307692308,5046.076923076923,33811228.0,83528736.0,297826558.0,68457199.0,77379385.0,36778859.0,43019342.0,45468461.0,16070567.0,7498113.0,2549512.0,432353.0,172767.0
PA,16,25.1,32.6,37.7,18.846153846153847,8254.461538461539,638.6153846153846,31220.384615384617,3179419.923076923,14780.384615384615,96301182.0,262296498.0,980110416.0,224280636.0,236549071.0,119790919.0,156004535.0,154308044.0,53117119.0,24226949.0,10227636.0,1231521.0,373986.0
RI,16,22.4,29.5,35.1,1.8461538461538463,1124.6153846153845,105.38461538461539,3169.3846153846152,358081.53846153844,3169.3846153846152,7891530.0,21713290.0,83376048.0,19020150.0,22365562.0,10469825.0,12687840.0,12508552.0,4358142.0,1498241.0,360814.0,64417.0,42505.0
SC,16,20.3,28.3,32.9,15.384615384615385,3478.230769230769,686.0,15056.076923076924,1396233.4615384615,0.0,31323136.0,111032420.0,402961140.0,79547515.0,97006446.0,51983427.0,68448804.0,67974789.0,23366095.0,9005373.0,4624991.0,843630.0,160070.0
SD,16,19.0,26.9,31.3,5.0,258.0769230769231,247.6153846153846,5314.692307692308,302948.0,2315.230769230769,5741846.0,18960734.0,72011713.0,17607344.0,18644955.0,8459499.0,9689469.0,8815087.0,4528828.0,2703387.0,1343155.0,183692.0,36297.0
